,paths,slide_ids,targets,preds,probs
319,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-91-7771-01A-01-TS1/TCGA-91-7771-01A-01-TS1_X_1536_Y_4096.png,TCGA-91-7771-01A-01-TS1,0,0,0.9823004603385925
965,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-49-6744-01A-01-BS1/TCGA-49-6744-01A-01-BS1_X_13312_Y_1024.png,TCGA-49-6744-01A-01-BS1,0,0,0.982433557510376
529,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-73-7499-01A-01-BS1/TCGA-73-7499-01A-01-BS1_X_15872_Y_7680.png,TCGA-73-7499-01A-01-BS1,0,0,0.9826730489730835
111,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-44-6779-01A-01-TS1/TCGA-44-6779-01A-01-TS1_X_7680_Y_1536.png,TCGA-44-6779-01A-01-TS1,0,0,0.9827096462249756
720,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-64-1681-01A-01-TS1/TCGA-64-1681-01A-01-TS1_X_1024_Y_3584.png,TCGA-64-1681-01A-01-TS1,0,0,0.9827683568000793
412,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-44-2655-01A-01-BS1/TCGA-44-2655-01A-01-BS1_X_1024_Y_2048.png,TCGA-44-2655-01A-01-BS1,0,0,0.9830238819122314
64,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-78-8662-01A-01-BS1/TCGA-78-8662-01A-01-BS1_X_0_Y_3584.png,TCGA-78-8662-01A-01-BS1,0,0,0.9830568432807922
504,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-44-A47F-01A-01-TSA/TCGA-44-A47F-01A-01-TSA_X_16896_Y_2048.png,TCGA-44-A47F-01A-01-TSA,0,0,0.9835087656974792
902,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-86-8075-01A-01-BS1/TCGA-86-8075-01A-01-BS1_X_1536_Y_6144.png,TCGA-86-8075-01A-01-BS1,0,0,0.9835991859436035
511,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-86-6562-01A-01-BS1/TCGA-86-6562-01A-01-BS1_X_18432_Y_3584.png,TCGA-86-6562-01A-01-BS1,0,0,0.9836799502372742
508,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-86-6562-01A-01-BS1/TCGA-86-6562-01A-01-BS1_X_18432_Y_2048.png,TCGA-86-6562-01A-01-BS1,0,0,0.983758270740509
136,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-86-7714-01A-01-TS1/TCGA-86-7714-01A-01-TS1_X_9216_Y_14336.png,TCGA-86-7714-01A-01-TS1,0,0,0.9838624596595764
346,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-NJ-A4YI-01A-01-TS1/TCGA-NJ-A4YI-01A-01-TS1_X_24064_Y_1536.png,TCGA-NJ-A4YI-01A-01-TS1,0,0,0.9838883876800537
107,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-44-6779-01A-01-TS1/TCGA-44-6779-01A-01-TS1_X_7168_Y_5120.png,TCGA-44-6779-01A-01-TS1,0,0,0.9839276671409607
134,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-50-6592-01A-01-BS1/TCGA-50-6592-01A-01-BS1_X_13312_Y_7168.png,TCGA-50-6592-01A-01-BS1,0,0,0.9839516282081604
42,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-78-8640-01A-01-TS1/TCGA-78-8640-01A-01-TS1_X_1024_Y_3584.png,TCGA-78-8640-01A-01-TS1,0,0,0.9839989542961121
23,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-MP-A4SW-01A-02-TSB/TCGA-MP-A4SW-01A-02-TSB_X_18944_Y_4096.png,TCGA-MP-A4SW-01A-02-TSB,0,0,0.9841528534889221
305,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-50-6592-01A-01-BS1/TCGA-50-6592-01A-01-BS1_X_8704_Y_3072.png,TCGA-50-6592-01A-01-BS1,0,0,0.9841931462287903
678,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-86-8669-01A-01-BS1/TCGA-86-8669-01A-01-BS1_X_20480_Y_0.png,TCGA-86-8669-01A-01-BS1,0,0,0.9842033386230469
1016,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-67-6216-01A-01-TS1/TCGA-67-6216-01A-01-TS1_X_2048_Y_8192.png,TCGA-67-6216-01A-01-TS1,0,0,0.9842121005058289
431,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-91-7771-01A-01-TS1/TCGA-91-7771-01A-01-TS1_X_7168_Y_1536.png,TCGA-91-7771-01A-01-TS1,0,0,0.9843568205833435
958,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-50-5932-01A-01-BS1/TCGA-50-5932-01A-01-BS1_X_6656_Y_3584.png,TCGA-50-5932-01A-01-BS1,0,0,0.9844328165054321
296,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-49-AAQV-01A-01-TSA/TCGA-49-AAQV-01A-01-TSA_X_19968_Y_5120.png,TCGA-49-AAQV-01A-01-TSA,0,0,0.9844605326652527
600,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-53-7626-01A-01-BS1/TCGA-53-7626-01A-01-BS1_X_1024_Y_5120.png,TCGA-53-7626-01A-01-BS1,0,0,0.9844757914543152
1,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-MP-A4SW-01A-02-TSB/TCGA-MP-A4SW-01A-02-TSB_X_16896_Y_1536.png,TCGA-MP-A4SW-01A-02-TSB,0,0,0.9844807386398315
588,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-50-6597-01A-01-TS1/TCGA-50-6597-01A-01-TS1_X_9728_Y_6656.png,TCGA-50-6597-01A-01-TS1,0,0,0.9844889640808105
289,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-86-6562-01A-01-BS1/TCGA-86-6562-01A-01-BS1_X_13312_Y_0.png,TCGA-86-6562-01A-01-BS1,0,0,0.9845753908157349
952,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-55-7994-01A-01-BS1/TCGA-55-7994-01A-01-BS1_X_4096_Y_6144.png,TCGA-55-7994-01A-01-BS1,0,0,0.9846813678741455
678,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-95-8039-01A-01-TS1/TCGA-95-8039-01A-01-TS1_X_16896_Y_4608.png,TCGA-95-8039-01A-01-TS1,0,0,0.9847474098205566
650,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-93-A4JO-01A-02-TS2/TCGA-93-A4JO-01A-02-TS2_X_6656_Y_3584.png,TCGA-93-A4JO-01A-02-TS2,0,0,0.9847961664199829
2,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-MP-A4SW-01A-02-TSB/TCGA-MP-A4SW-01A-02-TSB_X_16896_Y_2048.png,TCGA-MP-A4SW-01A-02-TSB,0,0,0.9848458766937256
354,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-05-4433-01A-01-BS1/TCGA-05-4433-01A-01-BS1_X_2048_Y_1024.png,TCGA-05-4433-01A-01-BS1,0,0,0.9849551320075989
555,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-44-4112-01A-01-BS1/TCGA-44-4112-01A-01-BS1_X_2560_Y_4608.png,TCGA-44-4112-01A-01-BS1,0,0,0.9850539565086365
331,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-49-AAQV-01A-01-TSA/TCGA-49-AAQV-01A-01-TSA_X_21504_Y_3584.png,TCGA-49-AAQV-01A-01-TSA,0,0,0.9850714206695557
777,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-55-6543-01A-01-TS1/TCGA-55-6543-01A-01-TS1_X_4096_Y_4096.png,TCGA-55-6543-01A-01-TS1,0,0,0.985278844833374
564,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-50-6597-01A-01-TS1/TCGA-50-6597-01A-01-TS1_X_9216_Y_3072.png,TCGA-50-6597-01A-01-TS1,0,0,0.9854787588119507
345,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-86-8669-01A-01-BS1/TCGA-86-8669-01A-01-BS1_X_13312_Y_17408.png,TCGA-86-8669-01A-01-BS1,0,0,0.9855068922042847
721,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-44-4112-01B-05-BS5/TCGA-44-4112-01B-05-BS5_X_3584_Y_9216.png,TCGA-44-4112-01B-05-BS5,0,0,0.9855377078056335
185,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-73-4658-01A-01-TS1/TCGA-73-4658-01A-01-TS1_X_3072_Y_2048.png,TCGA-73-4658-01A-01-TS1,0,0,0.9855979084968567
633,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-4B-A93V-01A-01-TSA/TCGA-4B-A93V-01A-01-TSA_X_21504_Y_8192.png,TCGA-4B-A93V-01A-01-TSA,0,0,0.9856296181678772
708,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-55-1595-01A-01-TS1/TCGA-55-1595-01A-01-TS1_X_2048_Y_512.png,TCGA-55-1595-01A-01-TS1,0,0,0.9857557415962219
235,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-MP-A4T6-01A-03-TSC/TCGA-MP-A4T6-01A-03-TSC_X_8704_Y_3584.png,TCGA-MP-A4T6-01A-03-TSC,0,0,0.9859687089920044
604,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-93-A4JO-01A-02-TS2/TCGA-93-A4JO-01A-02-TS2_X_25600_Y_1024.png,TCGA-93-A4JO-01A-02-TS2,0,0,0.9861398935317993
337,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-62-8394-01A-01-BS1/TCGA-62-8394-01A-01-BS1_X_5632_Y_3584.png,TCGA-62-8394-01A-01-BS1,0,0,0.986367404460907
314,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-91-7771-01A-01-TS1/TCGA-91-7771-01A-01-TS1_X_13824_Y_6144.png,TCGA-91-7771-01A-01-TS1,0,0,0.9863747358322144
168,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-55-8203-01A-01-TS1/TCGA-55-8203-01A-01-TS1_X_3072_Y_1024.png,TCGA-55-8203-01A-01-TS1,0,0,0.9863752722740173
414,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-91-7771-01A-01-TS1/TCGA-91-7771-01A-01-TS1_X_6144_Y_5120.png,TCGA-91-7771-01A-01-TS1,0,0,0.9863953590393066
40,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-97-7554-01A-01-TS1/TCGA-97-7554-01A-01-TS1_X_6656_Y_1536.png,TCGA-97-7554-01A-01-TS1,0,0,0.986423671245575
370,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-91-7771-01A-01-TS1/TCGA-91-7771-01A-01-TS1_X_4096_Y_7680.png,TCGA-91-7771-01A-01-TS1,0,0,0.9864454865455627
906,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-86-7714-01A-01-TS1/TCGA-86-7714-01A-01-TS1_X_2560_Y_14848.png,TCGA-86-7714-01A-01-TS1,0,0,0.986530065536499
805,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-86-8669-01A-01-BS1/TCGA-86-8669-01A-01-BS1_X_24064_Y_0.png,TCGA-86-8669-01A-01-BS1,0,0,0.9866498112678528
765,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-95-8039-01A-01-TS1/TCGA-95-8039-01A-01-TS1_X_2560_Y_8192.png,TCGA-95-8039-01A-01-TS1,0,0,0.9866948127746582
491,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-L9-A443-01A-01-TSA/TCGA-L9-A443-01A-01-TSA_X_3584_Y_1536.png,TCGA-L9-A443-01A-01-TSA,0,0,0.9867247343063354
277,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-91-7771-01A-01-TS1/TCGA-91-7771-01A-01-TS1_X_11264_Y_6144.png,TCGA-91-7771-01A-01-TS1,0,0,0.9867714047431946
858,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-86-7714-01A-01-TS1/TCGA-86-7714-01A-01-TS1_X_10240_Y_13824.png,TCGA-86-7714-01A-01-TS1,0,0,0.986792802810669
618,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-86-8074-01A-01-TS1/TCGA-86-8074-01A-01-TS1_X_5120_Y_10752.png,TCGA-86-8074-01A-01-TS1,0,0,0.9868983030319214
656,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-86-8669-01A-01-BS1/TCGA-86-8669-01A-01-BS1_X_19968_Y_0.png,TCGA-86-8669-01A-01-BS1,0,0,0.9870362877845764
695,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-44-4112-01B-05-BS5/TCGA-44-4112-01B-05-BS5_X_3072_Y_8192.png,TCGA-44-4112-01B-05-BS5,0,0,0.9871438145637512
440,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-44-7670-01A-01-TS1/TCGA-44-7670-01A-01-TS1_X_2560_Y_2048.png,TCGA-44-7670-01A-01-TS1,0,0,0.9872020483016968
743,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-86-8074-01A-01-TS1/TCGA-86-8074-01A-01-TS1_X_7680_Y_7680.png,TCGA-86-8074-01A-01-TS1,0,0,0.9872580170631409
841,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-L9-A743-01A-04-TS4/TCGA-L9-A743-01A-04-TS4_X_6144_Y_7680.png,TCGA-L9-A743-01A-04-TS4,0,0,0.9873025417327881
576,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-86-8074-01A-01-TS1/TCGA-86-8074-01A-01-TS1_X_3584_Y_9216.png,TCGA-86-8074-01A-01-TS1,0,0,0.9873768091201782
357,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-50-6597-01A-01-TS1/TCGA-50-6597-01A-01-TS1_X_1024_Y_7680.png,TCGA-50-6597-01A-01-TS1,0,0,0.9874562621116638
453,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-86-6562-01A-01-BS1/TCGA-86-6562-01A-01-BS1_X_16896_Y_1536.png,TCGA-86-6562-01A-01-BS1,0,0,0.9875487089157104
33,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-44-6779-01A-01-TS1/TCGA-44-6779-01A-01-TS1_X_4096_Y_6144.png,TCGA-44-6779-01A-01-TS1,0,0,0.9876532554626465
704,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-55-1595-01A-01-TS1/TCGA-55-1595-01A-01-TS1_X_1536_Y_512.png,TCGA-55-1595-01A-01-TS1,0,0,0.9876598715782166
23,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-49-6744-01A-01-BS1/TCGA-49-6744-01A-01-BS1_X_16896_Y_4096.png,TCGA-49-6744-01A-01-BS1,0,0,0.9877583384513855
299,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-91-7771-01A-01-TS1/TCGA-91-7771-01A-01-TS1_X_12800_Y_7680.png,TCGA-91-7771-01A-01-TS1,0,0,0.9879409074783325
383,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-50-6597-01A-01-TS1/TCGA-50-6597-01A-01-TS1_X_11264_Y_6144.png,TCGA-50-6597-01A-01-TS1,0,0,0.9880231618881226
478,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-86-6562-01A-01-BS1/TCGA-86-6562-01A-01-BS1_X_17408_Y_4096.png,TCGA-86-6562-01A-01-BS1,0,0,0.988034188747406
364,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-49-AAQV-01A-01-TSA/TCGA-49-AAQV-01A-01-TSA_X_23040_Y_5120.png,TCGA-49-AAQV-01A-01-TSA,0,0,0.98811274766922
594,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-86-6562-01A-01-BS1/TCGA-86-6562-01A-01-BS1_X_4096_Y_10752.png,TCGA-86-6562-01A-01-BS1,0,0,0.9883008599281311
748,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-95-8039-01A-01-TS1/TCGA-95-8039-01A-01-TS1_X_20480_Y_4096.png,TCGA-95-8039-01A-01-TS1,0,0,0.9883301258087158
502,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-49-AAQV-01A-01-TSA/TCGA-49-AAQV-01A-01-TSA_X_8192_Y_4608.png,TCGA-49-AAQV-01A-01-TSA,0,0,0.9884876608848572
1010,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-49-6744-01A-01-BS1/TCGA-49-6744-01A-01-BS1_X_15360_Y_4096.png,TCGA-49-6744-01A-01-BS1,0,0,0.9887263178825378
529,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-49-4510-01A-01-BS1/TCGA-49-4510-01A-01-BS1_X_1024_Y_3584.png,TCGA-49-4510-01A-01-BS1,0,0,0.9887791872024536
141,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-69-8453-01A-01-TS1/TCGA-69-8453-01A-01-TS1_X_4096_Y_1024.png,TCGA-69-8453-01A-01-TS1,0,0,0.988899827003479
332,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-50-6597-01A-01-TS1/TCGA-50-6597-01A-01-TS1_X_0_Y_10240.png,TCGA-50-6597-01A-01-TS1,0,0,0.9889898300170898
809,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-95-8039-01A-01-TS1/TCGA-95-8039-01A-01-TS1_X_4608_Y_7680.png,TCGA-95-8039-01A-01-TS1,0,0,0.9890239238739014
867,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-86-8075-01A-01-BS1/TCGA-86-8075-01A-01-BS1_X_1024_Y_6144.png,TCGA-86-8075-01A-01-BS1,0,0,0.9891102910041809
588,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-49-4512-01A-01-BS1/TCGA-49-4512-01A-01-BS1_X_1024_Y_512.png,TCGA-49-4512-01A-01-BS1,0,0,0.9892886877059937
632,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-86-6562-01A-01-BS1/TCGA-86-6562-01A-01-BS1_X_5120_Y_2560.png,TCGA-86-6562-01A-01-BS1,0,0,0.9894206523895264
590,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-73-7499-01A-01-BS1/TCGA-73-7499-01A-01-BS1_X_18432_Y_1024.png,TCGA-73-7499-01A-01-BS1,0,0,0.9894501566886902
817,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-86-6562-01A-01-BS1/TCGA-86-6562-01A-01-BS1_X_9216_Y_4096.png,TCGA-86-6562-01A-01-BS1,0,0,0.9895337224006653
538,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-86-8074-01A-01-TS1/TCGA-86-8074-01A-01-TS1_X_2560_Y_6656.png,TCGA-86-8074-01A-01-TS1,0,0,0.989560604095459
162,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-MP-A4T6-01A-03-TSC/TCGA-MP-A4T6-01A-03-TSC_X_18944_Y_3072.png,TCGA-MP-A4T6-01A-03-TSC,0,0,0.9895675778388977
743,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-95-8039-01A-01-TS1/TCGA-95-8039-01A-01-TS1_X_19968_Y_5120.png,TCGA-95-8039-01A-01-TS1,0,0,0.9897301197052002
159,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-55-8203-01A-01-TS1/TCGA-55-8203-01A-01-TS1_X_2560_Y_0.png,TCGA-55-8203-01A-01-TS1,0,0,0.9897515773773193
361,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-91-7771-01A-01-TS1/TCGA-91-7771-01A-01-TS1_X_3584_Y_7680.png,TCGA-91-7771-01A-01-TS1,0,0,0.9897739291191101
691,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-95-8039-01A-01-TS1/TCGA-95-8039-01A-01-TS1_X_17920_Y_1024.png,TCGA-95-8039-01A-01-TS1,0,0,0.9898346066474915
323,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-50-6592-01A-01-BS1/TCGA-50-6592-01A-01-BS1_X_9728_Y_1024.png,TCGA-50-6592-01A-01-BS1,0,0,0.9899090528488159
383,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-49-AAQV-01A-01-TSA/TCGA-49-AAQV-01A-01-TSA_X_24064_Y_9216.png,TCGA-49-AAQV-01A-01-TSA,0,0,0.9900614023208618
807,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-44-4112-01B-05-BS5/TCGA-44-4112-01B-05-BS5_X_6144_Y_6144.png,TCGA-44-4112-01B-05-BS5,0,0,0.9901084899902344
975,/ssd_scratch/cvit/ashishmenon/LUAD/test_data_for_expt/cancer/TCGA-55-7994-01A-01-BS1/TCGA-55-7994-01A-01-BS1_X_5120_Y_6656.png,TCGA-55-7994-01A-01-BS1,0,0,0.9901132583618164
