,paths,slide_ids,targets,preds,probs
382,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-5R-AA1D-01A-01-TS1/TCGA-5R-AA1D-01A-01-TS1_X_24064_Y_5120.png,TCGA-5R-AA1D-01A-01-TS1,0,0,0.9830631017684937
919,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-MR-A520-01A-01-TS1/TCGA-MR-A520-01A-01-TS1_X_9216_Y_8704.png,TCGA-MR-A520-01A-01-TS1,0,0,0.98321932554245
762,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-WX-AA46-01A-01-TS1/TCGA-WX-AA46-01A-01-TS1_X_28160_Y_4096.png,TCGA-WX-AA46-01A-01-TS1,0,0,0.983237624168396
517,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-ED-A5KG-01A-01-TSA/TCGA-ED-A5KG-01A-01-TSA_X_4608_Y_4096.png,TCGA-ED-A5KG-01A-01-TSA,0,0,0.9833395481109619
786,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-WX-AA46-01A-01-TS1/TCGA-WX-AA46-01A-01-TS1_X_28672_Y_7168.png,TCGA-WX-AA46-01A-01-TS1,0,0,0.9833995699882507
654,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-ED-A627-01A-01-TSA/TCGA-ED-A627-01A-01-TSA_X_3584_Y_2048.png,TCGA-ED-A627-01A-01-TSA,0,0,0.9838382005691528
159,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-DD-A3A3-01A-01-TS1/TCGA-DD-A3A3-01A-01-TS1_X_14848_Y_4608.png,TCGA-DD-A3A3-01A-01-TS1,0,0,0.9838700890541077
912,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-WX-AA46-01A-01-TS1/TCGA-WX-AA46-01A-01-TS1_X_8192_Y_8192.png,TCGA-WX-AA46-01A-01-TS1,0,0,0.9840365052223206
876,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-MR-A520-01A-01-TS1/TCGA-MR-A520-01A-01-TS1_X_6144_Y_9728.png,TCGA-MR-A520-01A-01-TS1,0,0,0.9840863347053528
524,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-G3-A25X-01A-01-TSA/TCGA-G3-A25X-01A-01-TSA_X_2048_Y_3072.png,TCGA-G3-A25X-01A-01-TSA,0,0,0.9841096997261047
322,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-DD-A3A3-01A-01-TS1/TCGA-DD-A3A3-01A-01-TS1_X_5120_Y_4608.png,TCGA-DD-A3A3-01A-01-TS1,0,0,0.9844473600387573
373,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-ED-A5KG-01A-01-TSA/TCGA-ED-A5KG-01A-01-TSA_X_18432_Y_4608.png,TCGA-ED-A5KG-01A-01-TSA,0,0,0.9845417737960815
549,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-G3-A25X-01A-01-TSA/TCGA-G3-A25X-01A-01-TSA_X_22528_Y_2048.png,TCGA-G3-A25X-01A-01-TSA,0,0,0.9847354888916016
927,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-DD-AAD0-01A-01-TS1/TCGA-DD-AAD0-01A-01-TS1_X_5120_Y_2560.png,TCGA-DD-AAD0-01A-01-TS1,0,0,0.9847912192344666
709,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-G3-A3CI-01A-01-TSA/TCGA-G3-A3CI-01A-01-TSA_X_14848_Y_2560.png,TCGA-G3-A3CI-01A-01-TSA,0,0,0.9849821329116821
506,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-DD-A4NQ-01A-02-TSB/TCGA-DD-A4NQ-01A-02-TSB_X_12288_Y_0.png,TCGA-DD-A4NQ-01A-02-TSB,0,0,0.9850459694862366
754,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-WX-AA46-01A-01-TS1/TCGA-WX-AA46-01A-01-TS1_X_27648_Y_9216.png,TCGA-WX-AA46-01A-01-TS1,0,0,0.9851490259170532
622,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-ED-A627-01A-01-TSA/TCGA-ED-A627-01A-01-TSA_X_20992_Y_512.png,TCGA-ED-A627-01A-01-TSA,0,0,0.9853999018669128
1003,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-DD-AAD1-01A-01-TS1/TCGA-DD-AAD1-01A-01-TS1_X_4096_Y_2048.png,TCGA-DD-AAD1-01A-01-TS1,0,0,0.9854749441146851
467,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-5R-AA1D-01A-01-TS1/TCGA-5R-AA1D-01A-01-TS1_X_6144_Y_3584.png,TCGA-5R-AA1D-01A-01-TS1,0,0,0.9854797720909119
439,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-DD-A4NG-01A-01-TS1/TCGA-DD-A4NG-01A-01-TS1_X_24576_Y_2048.png,TCGA-DD-A4NG-01A-01-TS1,0,0,0.985519528388977
524,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-LG-A9QC-01A-01-TSA/TCGA-LG-A9QC-01A-01-TSA_X_7168_Y_4608.png,TCGA-LG-A9QC-01A-01-TSA,0,0,0.9856268763542175
833,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-DD-AAD0-01A-01-TS1/TCGA-DD-AAD0-01A-01-TS1_X_2048_Y_512.png,TCGA-DD-AAD0-01A-01-TS1,0,0,0.9856405258178711
929,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-WX-AA46-01A-01-TS1/TCGA-WX-AA46-01A-01-TS1_X_8704_Y_8704.png,TCGA-WX-AA46-01A-01-TS1,0,0,0.9856430888175964
507,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-DD-A4NQ-01A-02-TSB/TCGA-DD-A4NQ-01A-02-TSB_X_12288_Y_2048.png,TCGA-DD-A4NQ-01A-02-TSB,0,0,0.9856588244438171
758,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-ED-A7XO-01A-01-TSA/TCGA-ED-A7XO-01A-01-TSA_X_16384_Y_1536.png,TCGA-ED-A7XO-01A-01-TSA,0,0,0.9857229590415955
720,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-G3-A3CI-01A-01-TSA/TCGA-G3-A3CI-01A-01-TSA_X_15360_Y_4608.png,TCGA-G3-A3CI-01A-01-TSA,0,0,0.9859911799430847
839,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-WX-AA46-01A-01-TS1/TCGA-WX-AA46-01A-01-TS1_X_3584_Y_7680.png,TCGA-WX-AA46-01A-01-TS1,0,0,0.9860142469406128
779,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-MR-A520-01A-01-TS1/TCGA-MR-A520-01A-01-TS1_X_19968_Y_2048.png,TCGA-MR-A520-01A-01-TS1,0,0,0.9861041903495789
932,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-WX-AA46-01A-01-TS1/TCGA-WX-AA46-01A-01-TS1_X_9216_Y_2560.png,TCGA-WX-AA46-01A-01-TS1,0,0,0.9861626029014587
744,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-WX-AA46-01A-01-TS1/TCGA-WX-AA46-01A-01-TS1_X_27648_Y_10240.png,TCGA-WX-AA46-01A-01-TS1,0,0,0.9862193465232849
460,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-DD-A4NG-01A-01-TS1/TCGA-DD-A4NG-01A-01-TS1_X_3584_Y_2560.png,TCGA-DD-A4NG-01A-01-TS1,0,0,0.9862398505210876
738,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-WX-AA46-01A-01-TS1/TCGA-WX-AA46-01A-01-TS1_X_27136_Y_4096.png,TCGA-WX-AA46-01A-01-TS1,0,0,0.9863734245300293
414,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-LG-A9QC-01A-01-TSA/TCGA-LG-A9QC-01A-01-TSA_X_20480_Y_2048.png,TCGA-LG-A9QC-01A-01-TSA,0,0,0.9865422248840332
834,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-DD-AAD0-01A-01-TS1/TCGA-DD-AAD0-01A-01-TS1_X_20992_Y_1536.png,TCGA-DD-AAD0-01A-01-TS1,0,0,0.9865970015525818
1016,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-K7-A6G5-01A-01-TS1/TCGA-K7-A6G5-01A-01-TS1_X_2048_Y_5632.png,TCGA-K7-A6G5-01A-01-TS1,0,0,0.9866387844085693
893,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-G3-A3CI-01A-01-TSA/TCGA-G3-A3CI-01A-01-TSA_X_8192_Y_5632.png,TCGA-G3-A3CI-01A-01-TSA,0,0,0.9867451786994934
820,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-WX-AA46-01A-01-TS1/TCGA-WX-AA46-01A-01-TS1_X_30208_Y_8704.png,TCGA-WX-AA46-01A-01-TS1,0,0,0.986747145652771
34,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-K7-A6G5-01A-01-TS1/TCGA-K7-A6G5-01A-01-TS1_X_23040_Y_2560.png,TCGA-K7-A6G5-01A-01-TS1,0,0,0.9868226051330566
518,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-LG-A9QC-01A-01-TSA/TCGA-LG-A9QC-01A-01-TSA_X_6656_Y_4608.png,TCGA-LG-A9QC-01A-01-TSA,0,0,0.9868760108947754
928,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-DD-A1ED-01A-01-TSA/TCGA-DD-A1ED-01A-01-TSA_X_16384_Y_3072.png,TCGA-DD-A1ED-01A-01-TSA,0,0,0.9874059557914734
887,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-MR-A520-01A-01-TS1/TCGA-MR-A520-01A-01-TS1_X_7168_Y_3584.png,TCGA-MR-A520-01A-01-TS1,0,0,0.987417459487915
477,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-DD-A4NG-01A-01-TS1/TCGA-DD-A4NG-01A-01-TS1_X_512_Y_512.png,TCGA-DD-A4NG-01A-01-TS1,0,0,0.9875199794769287
623,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-WX-AA46-01A-01-TS1/TCGA-WX-AA46-01A-01-TS1_X_2048_Y_1536.png,TCGA-WX-AA46-01A-01-TS1,0,0,0.9875461459159851
28,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-PD-A5DF-01A-01-TS1/TCGA-PD-A5DF-01A-01-TS1_X_26112_Y_5120.png,TCGA-PD-A5DF-01A-01-TS1,0,0,0.9877024292945862
3,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-K7-A6G5-01A-01-TS1/TCGA-K7-A6G5-01A-01-TS1_X_20992_Y_4096.png,TCGA-K7-A6G5-01A-01-TS1,0,0,0.9877797365188599
705,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-G3-A3CI-01A-01-TSA/TCGA-G3-A3CI-01A-01-TSA_X_14336_Y_3584.png,TCGA-G3-A3CI-01A-01-TSA,0,0,0.9877874255180359
375,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-ED-A5KG-01A-01-TSA/TCGA-ED-A5KG-01A-01-TSA_X_18432_Y_5632.png,TCGA-ED-A5KG-01A-01-TSA,0,0,0.9878625869750977
411,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-ED-A5KG-01A-01-TSA/TCGA-ED-A5KG-01A-01-TSA_X_2048_Y_1024.png,TCGA-ED-A5KG-01A-01-TSA,0,0,0.987929105758667
354,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-DD-A4NG-01A-01-TS1/TCGA-DD-A4NG-01A-01-TS1_X_16384_Y_2048.png,TCGA-DD-A4NG-01A-01-TS1,0,0,0.9879695177078247
622,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-G3-A25Z-01A-01-TSA/TCGA-G3-A25Z-01A-01-TSA_X_14848_Y_5632.png,TCGA-G3-A25Z-01A-01-TSA,0,0,0.9879732131958008
937,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-DD-A1ED-01A-01-TSA/TCGA-DD-A1ED-01A-01-TSA_X_17408_Y_2560.png,TCGA-DD-A1ED-01A-01-TSA,0,0,0.9880563020706177
806,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-G3-A3CI-01A-01-TSA/TCGA-G3-A3CI-01A-01-TSA_X_2048_Y_3584.png,TCGA-G3-A3CI-01A-01-TSA,0,0,0.9880666732788086
803,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-MR-A520-01A-01-TS1/TCGA-MR-A520-01A-01-TS1_X_23040_Y_5632.png,TCGA-MR-A520-01A-01-TS1,0,0,0.9882625937461853
508,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-DD-A4NQ-01A-02-TSB/TCGA-DD-A4NQ-01A-02-TSB_X_12800_Y_0.png,TCGA-DD-A4NQ-01A-02-TSB,0,0,0.9883413910865784
772,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-WX-AA46-01A-01-TS1/TCGA-WX-AA46-01A-01-TS1_X_28160_Y_9216.png,TCGA-WX-AA46-01A-01-TS1,0,0,0.9883577227592468
162,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-DD-A3A3-01A-01-TS1/TCGA-DD-A3A3-01A-01-TS1_X_14848_Y_6144.png,TCGA-DD-A3A3-01A-01-TS1,0,0,0.9884422421455383
729,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-MI-A75I-01A-01-TS1/TCGA-MI-A75I-01A-01-TS1_X_1536_Y_3072.png,TCGA-MI-A75I-01A-01-TS1,0,0,0.9884467124938965
714,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-G3-A3CI-01A-01-TSA/TCGA-G3-A3CI-01A-01-TSA_X_14848_Y_5120.png,TCGA-G3-A3CI-01A-01-TSA,0,0,0.9885009527206421
758,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-WX-AA46-01A-01-TS1/TCGA-WX-AA46-01A-01-TS1_X_28160_Y_11264.png,TCGA-WX-AA46-01A-01-TS1,0,0,0.9885404706001282
780,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-MR-A520-01A-01-TS1/TCGA-MR-A520-01A-01-TS1_X_19968_Y_2560.png,TCGA-MR-A520-01A-01-TS1,0,0,0.9885609745979309
820,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-MR-A520-01A-01-TS1/TCGA-MR-A520-01A-01-TS1_X_24064_Y_7168.png,TCGA-MR-A520-01A-01-TS1,0,0,0.9888695478439331
586,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-WX-AA46-01A-01-TS1/TCGA-WX-AA46-01A-01-TS1_X_1024_Y_3072.png,TCGA-WX-AA46-01A-01-TS1,0,0,0.9889482259750366
777,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-MR-A520-01A-01-TS1/TCGA-MR-A520-01A-01-TS1_X_19968_Y_1024.png,TCGA-MR-A520-01A-01-TS1,0,0,0.9889833331108093
77,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-PD-A5DF-01A-01-TS1/TCGA-PD-A5DF-01A-01-TS1_X_8192_Y_6656.png,TCGA-PD-A5DF-01A-01-TS1,0,0,0.9890328645706177
793,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-WX-AA46-01A-01-TS1/TCGA-WX-AA46-01A-01-TS1_X_29184_Y_3072.png,TCGA-WX-AA46-01A-01-TS1,0,0,0.9890825748443604
592,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-ED-A627-01A-01-TSA/TCGA-ED-A627-01A-01-TSA_X_18944_Y_3072.png,TCGA-ED-A627-01A-01-TSA,0,0,0.9891637563705444
844,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-WX-AA46-01A-01-TS1/TCGA-WX-AA46-01A-01-TS1_X_4096_Y_7680.png,TCGA-WX-AA46-01A-01-TS1,0,0,0.9891969561576843
613,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-WX-AA46-01A-01-TS1/TCGA-WX-AA46-01A-01-TS1_X_1536_Y_3584.png,TCGA-WX-AA46-01A-01-TS1,0,0,0.9892303347587585
803,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-DD-A73B-01A-01-TS1/TCGA-DD-A73B-01A-01-TS1_X_7168_Y_5120.png,TCGA-DD-A73B-01A-01-TS1,0,0,0.9895067811012268
36,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-K7-A6G5-01A-01-TS1/TCGA-K7-A6G5-01A-01-TS1_X_23040_Y_4096.png,TCGA-K7-A6G5-01A-01-TS1,0,0,0.9895123839378357
857,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-WX-AA46-01A-01-TS1/TCGA-WX-AA46-01A-01-TS1_X_6144_Y_10240.png,TCGA-WX-AA46-01A-01-TS1,0,0,0.9895300269126892
86,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-PD-A5DF-01A-01-TS1/TCGA-PD-A5DF-01A-01-TS1_X_9216_Y_4096.png,TCGA-PD-A5DF-01A-01-TS1,0,0,0.9897685050964355
563,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-G3-A25X-01A-01-TSA/TCGA-G3-A25X-01A-01-TSA_X_24064_Y_1536.png,TCGA-G3-A25X-01A-01-TSA,0,0,0.9898791313171387
533,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-G3-A25X-01A-01-TSA/TCGA-G3-A25X-01A-01-TSA_X_21504_Y_1024.png,TCGA-G3-A25X-01A-01-TSA,0,0,0.9899742007255554
443,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-ED-A5KG-01A-01-TSA/TCGA-ED-A5KG-01A-01-TSA_X_22016_Y_3072.png,TCGA-ED-A5KG-01A-01-TSA,0,0,0.9899927973747253
1005,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-EP-A12J-01A-01-BS1/TCGA-EP-A12J-01A-01-BS1_X_19456_Y_5632.png,TCGA-EP-A12J-01A-01-BS1,0,0,0.9900152087211609
284,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-5R-AA1D-01A-01-TS1/TCGA-5R-AA1D-01A-01-TS1_X_19456_Y_2560.png,TCGA-5R-AA1D-01A-01-TS1,0,0,0.9900252819061279
31,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-PD-A5DF-01A-01-TS1/TCGA-PD-A5DF-01A-01-TS1_X_3072_Y_6656.png,TCGA-PD-A5DF-01A-01-TS1,0,0,0.9900420904159546
773,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-WX-AA46-01A-01-TS1/TCGA-WX-AA46-01A-01-TS1_X_28160_Y_9728.png,TCGA-WX-AA46-01A-01-TS1,0,0,0.9900786876678467
657,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-ED-A627-01A-01-TSA/TCGA-ED-A627-01A-01-TSA_X_4096_Y_1536.png,TCGA-ED-A627-01A-01-TSA,0,0,0.9900845289230347
902,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-WX-AA46-01A-01-TS1/TCGA-WX-AA46-01A-01-TS1_X_8192_Y_3072.png,TCGA-WX-AA46-01A-01-TS1,0,0,0.9901278614997864
821,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-MR-A520-01A-01-TS1/TCGA-MR-A520-01A-01-TS1_X_24064_Y_7680.png,TCGA-MR-A520-01A-01-TS1,0,0,0.9901918172836304
392,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-ED-A5KG-01A-01-TSA/TCGA-ED-A5KG-01A-01-TSA_X_19456_Y_5632.png,TCGA-ED-A5KG-01A-01-TSA,0,0,0.990204930305481
636,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-WX-AA46-01A-01-TS1/TCGA-WX-AA46-01A-01-TS1_X_2048_Y_8192.png,TCGA-WX-AA46-01A-01-TS1,0,0,0.9902439713478088
690,/ssd_scratch/cvit/ashishmenon/LIHC/test_data_for_expt/cancer/TCGA-G3-A25Z-01A-01-TSA/TCGA-G3-A25Z-01A-01-TSA_X_4608_Y_6656.png,TCGA-G3-A25Z-01A-01-TSA,0,0,0.99024897813797
